Campus Name,CCSF Entity,Lower Grade,Upper Grade,Grade Range,Category,Map Label,Lower Age,Upper Age,General Type,CDS Code,Campus Address,Supervisor District,County FIPS,County Name,Location 1
Sunset Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS112,5,10,PS,38684786113997,"1920 41ST AVE, SAN FRANCISCO, CA 94116",4,06075,SAN FRANCISCO,"CA
(37.7505226, -122.4991531)"
Sutro Elementary / Early Education,SFUSD,0,5,K-5,USD Grades K-5,PS113,5,10,PS,38684786041644,"235 12TH AVE, San Francisco, CA 94118",1,06075,SAN FRANCISCO,"CA
(37.7836037, -122.4714508)"
"Taylor, E. R. Taylor Elementary School / Preschool",SFUSD,-2,5,PK-5,"USD PreK, Grades K-5",PS114,3,10,PS,38684786040943,"423 BURROWS ST, San Francisco, CA 94134",9,06075,SAN FRANCISCO,"CA
(37.7273293, -122.4073105)"
Tenderloin Elementary / Early Education,SFUSD,-2,5,PK-5,"USD PreK-5, Grades K-5",PS115,3,10,PS,38684786115901,"627 TURK ST, San Francisco, CA 94102",6,06075,SAN FRANCISCO,"CA
(37.7817955, -122.4197769)"
Tule Elk Park Early Education School,SFUSD,-2,5,PK-5,USD PreK/TK-5,PS116,3,10,PS,38684780117523,"2110 GREENWICH ST, San Francisco, CA 94123",2,06075,SAN FRANCISCO,"CA
(37.7994194, -122.4345627)"
Ulloa Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS117,5,10,PS,38684786041685,"2650 42ND AVE, San Francisco, CA 94116",4,06075,SAN FRANCISCO,"CA
(37.7373161, -122.4993973)"
Visitacion Valley Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS118,5,10,PS,38684786041701,"55 SCHWERIN ST, SAN FRANCISCO, CA 94134",10,06075,SAN FRANCISCO,"CA
(37.7125244, -122.4098969)"
Visitacion Valley Middle School,SFUSD,6,8,6-8,USD Grades 6-8,PS119,11,13,PS,38684786059919,"450 RAYMOND AVE, San Francisco, CA 94134",10,06075,SAN FRANCISCO,"CA
(37.7157440, -122.4120789)"
"Wallenberg, Raoul Wallenberg High School",SFUSD,9,12,9-12,USD Grades 9-12,PS120,14,17,PS,38684783830205,"40 VEGA ST, San Francisco, CA 94118",2,06075,SAN FRANCISCO,"CA
(37.7806473, -122.4459534)"
"Washington, George Washington High School",SFUSD,9,12,9-12,USD Grades 9-12,PS121,14,17,PS,38684783839081,"600 32ND AVE, San Francisco, CA 94121",1,06075,SAN FRANCISCO,"CA
(37.7779045, -122.4910126)"
"Webster, Daniel Webster Elementary School",SFUSD,6,12,6-12,USD Grades 6-12,PS122,11,17,PS,38684786040893,"655 DE HARO ST, SAN FRANCISCO CA 94107",10,06075,SAN FRANCISCO,"CA
(37.7620087, -122.4007721)"
"Webster, Daniel Webster Out-Of-School (OST) Program",SFUSD,0,5,K-5,USD Grades K-5,PS123,5,10,PS,38684786040893,"465 MISSOURI ST, San Francisco, CA 94107",10,06075,SAN FRANCISCO,"CA
(37.7605209, -122.3958435)"
"Wells, Ida B. Wells High School",SFUSD,9,12,9-12,USD Grades 9-12,PS124,14,17,PS,38684783830031,"1099 HAYES ST, SAN FRANCISCO, CA 94117",5,06075,SAN FRANCISCO,"CA
(37.7750130, -122.4338989)"
West Portal Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS125,5,10,PS,38684786041727,"5 LENOX WAY, San Francisco, CA 94127",7,06075,SAN FRANCISCO,"CA
(37.7428741, -122.4643478)"
Yick Wo Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS126,5,10,PS,38684786041131,"2245 JONES ST, SAN FRANCISCO, CA 94133",3,06075,SAN FRANCISCO,"CA
(37.8019600, -122.4166107)"
"Yu, Alice Fong Yu Alternative School",SFUSD,0,8,K-8,USD Grades K-8,PS127,5,13,PS,38684786113245,"1541 12TH AVE, San Francisco, CA 94122",7,06075,SAN FRANCISCO,"CA
(37.7589645, -122.4696808)"
Adda Clevenger School,Private,0,8,K-8,Independent / Private,IND200,5,13,IND,38684786930572,"198 FAIR OAKS ST, SAN FRANCISCO, CA 94110",8,06075,SAN FRANCISCO,"CA
(37.7537384, -122.4244614)"
Alt School - Alamo Square,Private,0,5,K-5,Independent / Private,IND201,5,10,IND,38684786148274,"735 FELL ST, SAN FRANCISCO, CA 94117",5,06075,SAN FRANCISCO,"CA
(37.7747879, -122.4302063)"
Alt School - Dogpatch 1,Private,-1,2,TK-2,Independent / Private,IND202,4,7,IND,38684786148290,"2265 03RD ST, SAN FRANCISCO, CA 94107",10,06075,SAN FRANCISCO,"CA
(37.7611771, -122.3881302)"
Alt School - Dogpatch 2,Private,-1,2,TK-2,Independent / Private,IND203,4,7,IND,NOT_FOUND,"610 20TH ST, SAN FRANCISCO, CA 94107",10,06075,SAN FRANCISCO,"CA
(37.7606621, -122.3879623)"
Alt School - Fort Mason,Private,0,8,K-8,Independent / Private,IND204,5,13,IND,38684786146773,"3741 BUCHANAN ST, SAN FRANCISCO, CA 94123",2,06075,SAN FRANCISCO,"CA
(37.8045616, -122.4339066)"
Alt School - North Beach,Private,-1,8,TK-8,Independent / Private,IND205,4,13,IND,NOT_FOUND,"838 KEARNY STREET, SAN FRANCISCO, CA 94108",3,06075,SAN FRANCISCO,"CA
(37.7958107, -122.4048920)"
Alt School - Potrero Hill,Private,-1,8,TK-8,Independent / Private,IND206,4,13,IND,NOT_FOUND,"99 MISOURI ST, SAN FRANCISCO, CA 94107",10,06075,SAN FRANCISCO,"CA
(37.7655067, -122.3965836)"
Alt School - Soma,Private,6,8,6-8,Independent / Private,IND207,11,13,IND,38684786148282,"1245 FOLSOM ST, SAN FRANCISCO, CA 94103",6,06075,SAN FRANCISCO,"CA
(37.7741814, -122.4104843)"
Alt School - Yerba Buena,Private,-1,8,TK-8,Independent / Private,IND208,4,13,IND,NOT_FOUND,"300 04TH ST, SAN FRANCISCO, CA 94107",6,06075,SAN FRANCISCO,"CA
(37.7817421, -122.4011993)"
Alta Vista School,Private,0,5,K-5,Independent / Private,IND209,5,10,IND,38684786140099,"413 SOMERSET ST, SAN FRANCISCO, CA 94134",9,06075,SAN FRANCISCO,"CA
(37.7263908, -122.4071960)"
Amici World School,Private,1,6,1-6,Independent / Private,IND210,6,11,IND,NOT_FOUND,"3627 BRODERICK ST, SAN FRANCISCO, CA 94123",2,06075,SAN FRANCISCO,"CA
(37.8038750, -122.4457169)"
Archbishop Riordan High School,Private,9,12,9-12,Independent / Private,IND211,14,17,IND,38684786939730,"175 PHELAN AVE, SAN FRANCISCO, CA 94112",7,06075,SAN FRANCISCO,"CA
(37.7279015, -122.4530563)"
Bais Menachem Yeshiva Day School,Private,0,8,K-8,Independent / Private,IND212,5,13,IND,NOT_FOUND,"834 28TH AVE, SAN FRANCISCO, CA 94121",1,06075,SAN FRANCISCO,"CA
(37.7736130, -122.4871521)"
Balboa Preschool,Private,-2,0,PK-K,Independent / Private,IND213,3,5,IND,380505671,"527 BALBOA ST, SAN FRANCISCO, CA 94118",1,06075,SAN FRANCISCO,"CA
(37.7769318, -122.4644775)"
Bay School Of San Francisco,Private,9,12,9-12,Independent / Private,IND214,14,17,IND,38684786138176,"35 KEYES AVE, SAN FRANCISCO, CA 94129",2,06075,SAN FRANCISCO,"CA
(37.8005791, -122.4558182)"
Big City Montessori School,Private,-2,0,PK-K,Independent / Private,IND215,3,5,IND,380503028,"240 INDUSTRIAL ST, SAN FRANCISCO, CA 94124",10,06075,SAN FRANCISCO,"CA
(37.7386551, -122.4053116)"
Brandeis Hillel School Of San Francisco,Private,0,8,K-8,Independent / Private,IND216,5,13,IND,38684786965578,"655 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132",7,06075,SAN FRANCISCO,"CA
(37.7134209, -122.4756393)"
Bright Horizons - 2Nd St,Private,-2,4,PK-4,Independent / Private,IND217,3,9,IND,384002149,"303 02ND ST STE 250, SAN FRANCISCO, CA 94107",6,06075,SAN FRANCISCO,"CA
(37.7852936, -122.3955688)"
Bright Horizons - Kansas St,Private,-2,4,PK-4,Independent / Private,IND218,3,9,IND,384002477,"200 KANSAS ST, SAN FRANCISCO, CA 94103",10,06075,SAN FRANCISCO,"CA
(37.7667313, -122.4042130)"
Bright Horizons - Letterman Digital Arts Child Care Center,Private,-2,4,PK-4,Independent / Private,IND219,3,9,IND,384001491,"1 LETTERMAN DR BLDG B, SAN FRANCISCO, CA 94129",2,06075,SAN FRANCISCO,"CA
(37.7991753, -122.4505005)"
Bright Horizons - Pacific Gas And Electric,Private,-2,4,1-4,Independent / Private,IND220,3,5,IND,384001513,"77 BEALE ST, SAN FRANCISCO, CA 94105",6,06075,SAN FRANCISCO,"CA
(37.7916718, -122.3957214)"
Bright Horizons - Pacific Gas And Electric,Private,-2,4,PK-K,Independent / Private,IND221,6,10,IND,380506487,"77 BEALE ST, SAN FRANCISCO, CA 94105",6,06075,SAN FRANCISCO,"CA
(37.7917633, -122.3955917)"
Brightworks,Private,0,8,K-8,Independent / Private,IND222,5,13,IND,38684786142079,"1900 BRYANT ST, SAN FRANCISCO, CA 94110",9,06075,SAN FRANCISCO,"CA
(37.7622375, -122.4103775)"
Buena Vista Child Care,Private,0,5,K-5,Independent / Private,IND223,5,10,IND,384002230,"3351 23RD ST, SAN FRANCISCO, CA 94110",9,06075,SAN FRANCISCO,"CA
(37.7535667, -122.4202805)"
Cathedral School For Boys,Private,0,8,K-8,Independent / Private,IND224,5,13,IND,38684786965586,"1275 SACRAMENTO ST, SAN FRANCISCO, CA 94108",3,06075,SAN FRANCISCO,"CA
(37.7922897, -122.4134140)"
Childrens After School Arts,Private,0,6,K-6,Independent / Private,IND225,5,11,IND,384000345,"584 CASTRO ST STE 264, SAN FRANCISCO, CA 94114",8,06075,SAN FRANCISCO,"CA
(37.7595901, -122.4352417)"
Childrens Day School,Private,-2,8,PK-8,Independent / Private,IND226,3,13,IND,38684787096514,"333 DOLORES ST, SAN FRANCISCO, CA 94110",8,06075,SAN FRANCISCO,"CA
(37.7642555, -122.4252014)"
Chinese American International School,Private,0,8,K-8,Independent / Private,IND227,5,13,IND,38684787021116,"150 OAK ST, SAN FRANCISCO, CA 94102",5,06075,SAN FRANCISCO,"CA
(37.7754288, -122.4224243)"
Claire Lilienthal Alternative School - Madison Campus,Private,0,2,K-2,Independent / Private,IND228,5,7,IND,384000539,"3950 SACRAMENTO ST, SAN FRANCISCO, CA 94118",2,06075,SAN FRANCISCO,"CA
(37.7872200, -122.4580765)"
Claire Lilienthal Alternative School - Scott Campus,Private,3,8,3-8,Independent / Private,IND229,8,13,IND,384000539,"3630 DIVISADERO ST, SAN FRANCISCO, CA 94118",2,06075,SAN FRANCISCO,"CA
(37.8030357, -122.4426651)"
Convent Of The Sacred Heart Elementary School,Private,0,8,K-8,Independent / Private,IND230,5,13,IND,38684786981138,"2222 BROADWAY ST, SAN FRANCISCO, CA 94115",2,06075,SAN FRANCISCO,"CA
(37.7946892, -122.4338760)"
Convent Of The Sacred Heart High School,Private,9,12,9-12,Independent / Private,IND231,14,17,IND,38684786939540,"2222 BROADWAY ST, SAN FRANCISCO, CA 94115",2,06075,SAN FRANCISCO,"CA
(37.7949181, -122.4340591)"
Cornerstone Academy,Private,6,12,6-12,Independent / Private,IND232,11,17,IND,38684786133763,"501 CAMBRIDGE ST, SAN FRANCISCO, CA 94134",9,06075,SAN FRANCISCO,"CA
(37.7249527, -122.4168472)"
Cornerstone Academy,Private,0,5,K-5,Independent / Private,IND233,5,10,IND,38684786903165,"801 SILVER AVE, SAN FRANCISCO, CA 94134",9,06075,SAN FRANCISCO,"CA
(37.7295837, -122.4183273)"
Cross Cultural Family Center - Turk Street Center,Private,-2,4,PK-4,Independent / Private,IND234,3,9,IND,380506340,"201 TURK ST, SAN FRANCISCO, CA 94102",6,06075,SAN FRANCISCO,"CA
(37.7827988, -122.4128647)"
De Marillac Academy,Private,4,8,4-8,Independent / Private,IND235,9,13,IND,38684787104466,"175 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",6,06075,SAN FRANCISCO,"CA
(37.7816582, -122.4133453)"
Discovery Center School,Private,0,12,K-12,Independent / Private,IND236,5,17,IND,NOT_FOUND,"1442 FULTON ST, SAN FRANCISCO, CA 94117",5,06075,SAN FRANCISCO,"CA
(37.7768364, -122.4406052)"
Drew School,Private,9,12,9-12,Independent / Private,IND237,14,17,IND,38684786939557,"2901 CALIFORNIA ST, SAN FRANCISCO, CA 94115",2,06075,SAN FRANCISCO,"CA
(37.7876434, -122.4423218)"
Ecole Notre Dame Des Victoires,Private,0,8,K-8,Independent / Private,IND238,5,13,IND,38684786981500,"659 PINE ST, SAN FRANCISCO, CA 94108",3,06075,SAN FRANCISCO,"CA
(37.7911148, -122.4064636)"
Edgewood Center For Children And Families,Private,2,12,2-12,Independent / Private,IND239,7,17,IND,38684786908917,"1801 VICENTE ST, SAN FRANCISCO, CA 94116",4,06075,SAN FRANCISCO,"CA
(37.7379837, -122.4862595)"
Epiphany Elementary School,Private,0,8,K-8,Independent / Private,IND240,5,13,IND,38684786980734,"600 ITALY AVE, SAN FRANCISCO, CA 94112",11,06075,SAN FRANCISCO,"CA
(37.7157249, -122.4345322)"
Faces Sf Child Development Program - Bayview-Hunters Point,Private,-2,6,PK-6,Independent / Private,IND241,3,11,IND,384002200,"100 WHITNEY YOUNG CIR, SAN FRANCISCO, CA 94124",10,06075,SAN FRANCISCO,"CA
(37.7340393, -122.3842163)"
Fei Tian Academy Of The Arts California,Private,0,12,K-12,Independent / Private,IND242,5,17,IND,38684786139463,"1950 PAGE ST, SAN FRANCISCO, CA 94117",5,06075,SAN FRANCISCO,"CA
(37.7704773, -122.4530029)"
French American International School,Private,0,12,K-12,Independent / Private,IND243,5,17,IND,38684786981195,"150 OAK ST, SAN FRANCISCO, CA 94102",5,06075,SAN FRANCISCO,"CA
(37.7754555, -122.4215775)"
Fusion Academy San Francisco,Private,6,12,6-12,Independent / Private,IND244,11,17,IND,38684786143440,"535 PACIFIC AVE FL 3, SAN FRANCISCO, CA 94133",3,06075,SAN FRANCISCO,"CA
(37.7970276, -122.4041824)"
German International School Of Silicon Valley - San Francisco Campus,Private,0,8,K-8,Independent / Private,IND245,5,13,IND,38684786148308,"4 FUNSTION AVE, SAN FRANCISCO, CA 94129",2,06075,SAN FRANCISCO,"CA
(37.8000069, -122.4555664)"
Golden Bridges School,Private,-2,0,PK-K,Independent / Private,IND246,3,5,IND,38684786145635,"3358 22ND ST, SAN FRANCISCO, CA 94110",8,06075,SAN FRANCISCO,"CA
(37.7554665, -122.4223099)"
Hamlin School,Private,0,8,K-8,Independent / Private,IND247,5,13,IND,38684786997829,"2120 BROADWAY ST, SAN FRANCISCO, CA 94115",2,06075,SAN FRANCISCO,"CA
(37.7947998, -122.4324951)"
Hearing & Speech Center Of Northern California,Private,-2,0,PK-K,Independent / Private,IND248,3,5,IND,38684786980700,"1234 DIVISADERO ST, SAN FRANCISCO, CA 94115",5,06075,SAN FRANCISCO,"CA
(37.7811737, -122.4387283)"
Hergl School,Private,0,12,K-12,Independent / Private,IND249,5,17,IND,38684786914550,"1570 GREENWICH ST, SAN FRANCISCO, CA 94123",2,06075,SAN FRANCISCO,"CA
(37.8003769, -122.4257202)"
Hillwood Academic Day School,Private,1,8,1-8,Independent / Private,IND250,6,13,IND,38684786939607,"2521 SCOTT ST, SAN FRANCISCO, CA 94115",2,06075,SAN FRANCISCO,"CA
(37.7933235, -122.4401169)"
Holy Name Elementary School,Private,0,8,K-8,Independent / Private,IND251,5,13,IND,38684786981278,"1560 40TH AVE, SAN FRANCISCO, CA 94122",4,06075,SAN FRANCISCO,"CA
(37.7576103, -122.4988785)"
Immaculate Conception Academy,Private,9,12,9-12,Independent / Private,IND252,14,17,IND,38684786939615,"3625 24TH ST, SAN FRANCISCO, CA 94110",8,06075,SAN FRANCISCO,"CA
(37.7516670, -122.4234161)"
Jewish Community High School Of The Bay,Private,9,12,9-12,Independent / Private,IND253,14,17,IND,38684786200554,"1835 ELLIS ST, SAN FRANCISCO, CA 94115",5,06075,SAN FRANCISCO,"CA
(37.7816505, -122.4366760)"
Kangaroos Preschool,Private,-2,0,PK-K,Independent / Private,IND254,3,5,IND,384002312,"298 MONTEREY BLVD, SAN FRANCISCO, CA 94131",7,06075,SAN FRANCISCO,"CA
(37.7318115, -122.4418335)"
Katherine Delmar Burke School,Private,0,8,K-8,Independent / Private,IND255,5,13,IND,38684786981328,"7070 CALIFORNIA ST, SAN FRANCISCO, CA 94121",2,06075,SAN FRANCISCO,"CA
(37.7842827, -122.4933243)"
Katherine Michiels School,Private,-2,5,PK-5,Independent / Private,IND256,3,10,IND,380504523,"1335 GUERRERO ST, SAN FRANCISCO, CA 94110",8,06075,SAN FRANCISCO,"CA
(37.7498169, -122.4223099)"
Kids By The Bay Preschool,Private,-3,0,PK-K,Independent / Private,IND257,2,5,IND,384001720,"90 7TH ST, SAN FRANCISCO, CA 94103",6,06075,SAN FRANCISCO,"CA
(37.7795486, -122.4121017)"
Kittredge School,Private,0,8,K-8,Independent / Private,IND258,5,13,IND,38684786981336,"2355 LAKE ST, SAN FRANCISCO, CA 94121",1,06075,SAN FRANCISCO,"CA
(37.7855072, -122.4849548)"
Kzv Armenian School - Krouzian Zekarian Armenian School,Private,-2,8,PK-8,Independent / Private,IND259,3,13,IND,38684786913123,"825 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132",7,06075,SAN FRANCISCO,"CA
(37.7138405, -122.4783173)"
La Scuola International School,Private,0,8,K-8,Independent / Private,IND260,5,13,IND,38684786144257,"735 FELL ST, SAN FRANCISCO, CA 94117",5,06075,SAN FRANCISCO,"CA
(37.7749214, -122.4300461)"
Lakeside Presbyterian Center For Children,Private,-2,0,PK-K,Independent / Private,IND261,3,5,IND,380500371,"201 EUCALYPTUS DR, SAN FRANCISCO, CA 94132",7,06075,SAN FRANCISCO,"CA
(37.7307739, -122.4751968)"
Laurel School,Private,0,8,K-8,Independent / Private,IND262,5,13,IND,NOT_FOUND,"350 09TH AVE, SAN FRANCISCO, CA 94118",1,06075,SAN FRANCISCO,"CA
(37.7819405, -122.4673309)"
Lick-Wilmerding High School,Private,9,12,9-12,Independent / Private,IND263,14,17,IND,38684786939649,"755 OCEAN AVE, SAN FRANCISCO, CA 94112",7,06075,SAN FRANCISCO,"CA
(37.7223206, -122.4489822)"
Lisa Kampner Hebrew Academy,Private,0,12,K-12,Independent / Private,IND264,5,17,IND,38684786981245,"645 14TH AVE, SAN FRANCISCO, CA 94118",8,06075,SAN FRANCISCO,"CA
(37.7676430, -122.4276199)"
Little Angels Japanese Preschool,Private,-2,0,PK,Independent / Private,IND265,2,5,IND,384000322,"1457 09TH AVE, SAN FRANCISCO, CA 94122",7,06075,SAN FRANCISCO,"CA
(37.7611313, -122.4664307)"
Little People Preschool ,Private,-2,0,PK-K,Independent / Private,IND266,3,5,IND,384001910,"3595 TARAVAL ST, SAN FRANCISCO, CA 94116",4,06075,SAN FRANCISCO,"CA
(37.7415428, -122.5042953)"
Live Oak School,Private,0,8,K-8,Independent / Private,IND267,5,13,IND,38684786981377,"1555 MARIPOSA ST, SAN FRANCISCO, CA 94107",10,06075,SAN FRANCISCO,"CA
(37.7635574, -122.3994675)"
Living Hope Christian School,Private,0,12,K-12,Independent / Private,IND268,5,17,IND,NOT_FOUND,"1209 GENEVA AVE, SAN FRANCISCO, CA 94112",11,06075,SAN FRANCISCO,"CA
(37.7143364, -122.4358292)"
Lycee Francais De San Francisco,Private,6,12,6-12,Independent / Private,IND269,11,17,IND,38684786939664,"1201 ORTEGA ST, SAN FRANCISCO, CA 94122",4,06075,SAN FRANCISCO,"CA
(37.7519875, -122.4768295)"
Lycee Francais De San Francisco,Private,-2,5,PK-5,Independent / Private,IND270,3,10,IND,38684786146369,"755 ASHBURY ST, SAN FRANCISCO, CA 94117",5,06075,SAN FRANCISCO,"CA
(37.7679710, -122.4469681)"
Marin Preparatory School,Private,0,8,K-8,Independent / Private,IND271,5,13,IND,NOT_FOUND,"117 DIAMOND ST, SAN FRANCISCO, CA 94114",8,06075,SAN FRANCISCO,"CA
(37.7601242, -122.4367981)"
Meadows-Livingstone School,Private,0,6,K-6,Independent / Private,IND272,5,11,IND,38684786909600,"1497 POTRERO AVE STE 1, SAN FRANCISCO, CA 94110",10,06075,SAN FRANCISCO,"CA
(37.7496262, -122.4048386)"
Mercy High School,Private,9,12,9-12,Independent / Private,IND273,14,17,IND,38684786939672,"3250 19TH AVE, SAN FRANCISCO, CA 94132",7,06075,SAN FRANCISCO,"CA
(37.7294998, -122.4735870)"
Mission Dolores Academy,Private,0,8,K-8,Independent / Private,IND274,5,13,IND,38684786981716,"3399 16TH ST, SAN FRANCISCO, CA 94114",8,06075,SAN FRANCISCO,"CA
(37.7641220, -122.4282837)"
Moldovan Academy,Private,-2,0,PK-K,Independent / Private,IND275,3,5,IND,384002294,"1270 SANCHEZ ST, SAN FRANCISCO, CA 94114",8,06075,SAN FRANCISCO,"CA
(37.7488976, -122.4296799)"
Montessori House Of Children,Private,0,1,K-1,Independent / Private,IND276,5,6,IND,380501318,"1187 FRANKLIN ST, SAN FRANCISCO, CA 94109",5,06075,SAN FRANCISCO,"CA
(37.7850456, -122.4234161)"
Mother Goose School,Private,-2,0,PK-K,Independent / Private,IND277,3,5,IND,380504982,"334 28TH AVE, SAN FRANCISCO, CA 94121",1,06075,SAN FRANCISCO,"CA
(37.7830238, -122.4878387)"
My City School,Private,6,8,6-8,Independent / Private,IND278,11,13,IND,NOT_FOUND,"199 MUSEUM WAY, SAN FRANCISCO, CA 94114",8,06075,SAN FRANCISCO,"CA
(37.7644234, -122.4381485)"
Oakes Childrens Center,Private,0,8,K-8,Independent / Private,IND279,5,13,IND,38684786981534,"1550 TREAT AVE, SAN FRANCISCO, CA 94110",9,06075,SAN FRANCISCO,"CA
(37.7459297, -122.4126968)"
Our Lady Of The Visitacion School,Private,0,8,K-8,Independent / Private,IND280,5,13,IND,38684786981559,"785 SUNNYDALE AVE, SAN FRANCISCO, CA 94134",10,06075,SAN FRANCISCO,"CA
(37.7091217, -122.4095459)"
Parkside Preschool & Kindergarten,Private,-2,0,PK-K,Independent / Private,IND281,3,5,IND,380506198,"2425 19TH AVE, SAN FRANCISCO, CA 94116",4,06075,SAN FRANCISCO,"CA
(37.7426147, -122.4762497)"
Pomeroy Recreation And Rehabilitation Center,Private,-2,12,PK-12,Independent / Private,IND282,3,17,IND,NOT_FOUND,"207 SKYLINE BLVD, SAN FRANCISCO, CA 94132",7,06075,SAN FRANCISCO,"CA
(37.7296410, -122.5018463)"
Presidio Hill School,Private,-2,8,PK-8,Independent / Private,IND283,3,13,IND,38684786205652,"3839 WASHINGTON ST, SAN FRANCISCO, CA 94118",2,06075,SAN FRANCISCO,"CA
(37.7885818, -122.4560623)"
Presidio Knolls School,Private,0,8,K-8,Independent / Private,IND284,5,13,IND,38684786144034,"250 10TH ST, SAN FRANCISCO, CA 94103",6,06075,SAN FRANCISCO,"CA
(37.7731895, -122.4137039)"
Proof School,Private,6,12,6-12,Independent / Private,IND285,11,17,IND,38684786150254,"555 POST ST, SAN FRANCISCO, CA 94102",3,06075,SAN FRANCISCO,"CA
(37.7876549, -122.4109421)"
Rise Institute,Private,0,12,K-12,Independent / Private,IND286,5,17,IND,38684787019417,"1760 CESAR CHAVEZ STE R, SAN FRANCISCO, CA 94124",10,06075,SAN FRANCISCO,"CA
(37.7503242, -122.3940582)"
Sacred Heart Cathedral Preparatory,Private,9,12,9-12,Independent / Private,IND287,14,17,IND,38684786939748,"1055 ELLIS ST, SAN FRANCISCO, CA 94109",5,06075,SAN FRANCISCO,"CA
(37.7832870, -122.4231873)"
Saint Anne Elementary School,Private,0,8,K-8,Independent / Private,IND288,5,13,IND,38684786981658,"1320 14TH AVE, SAN FRANCISCO, CA 94122",5,06075,SAN FRANCISCO,"CA
(37.7630234, -122.4712830)"
Saint Anthony - Immaculate Conception School,Private,0,8,K-8,Independent / Private,IND289,5,13,IND,38684786981666,"295 PRECITA AVE, SAN FRANCISCO, CA 94110",9,06075,SAN FRANCISCO,"CA
(37.7475357, -122.4142227)"
Saint Brendan School,Private,0,8,K-8,Independent / Private,IND290,5,13,IND,38684786981674,"940 LAGUNA HONDA BLVD, SAN FRANCISCO, CA 94127",7,06075,SAN FRANCISCO,"CA
(37.7428551, -122.4559250)"
Saint Brigid School,Private,0,8,K-8,Independent / Private,IND291,5,13,IND,38684786981682,"2230 FRANKLIN ST, SAN FRANCISCO, CA 94109",2,06075,SAN FRANCISCO,"CA
(37.7951469, -122.4247589)"
Saint Cecilia School,Private,0,8,K-8,Independent / Private,IND292,5,13,IND,38684786981690,"600 VICENTE ST, SAN FRANCISCO, CA 94116",7,06075,SAN FRANCISCO,"CA
(37.7398720, -122.4736023)"
Saint Charles School,Private,0,8,K-8,Independent / Private,IND293,5,13,IND,38684786981708,"376 SHOTWELL ST, SAN FRANCISCO, CA 94110",9,06075,SAN FRANCISCO,"CA
(37.7623215, -122.4164429)"
Saint Finn Barr Catholic School,Private,0,8,K-8,Independent / Private,IND294,5,13,IND,38684786981740,"419 HEARST AVE, SAN FRANCISCO, CA 94112",7,06075,SAN FRANCISCO,"CA
(37.7304459, -122.4474106)"
Saint Gabriel Catholic School,Private,0,8,K-8,Independent / Private,IND295,5,13,IND,38684786981765,"2550 41ST AVE, SAN FRANCISCO, CA 94116",4,06075,SAN FRANCISCO,"CA
(37.7395630, -122.4986343)"
Saint Ignatius College Preparatory,Private,9,12,9-12,Independent / Private,IND296,14,17,IND,38684786939722,"2001 37TH AVE, SAN FRANCISCO, CA 94116",4,06075,SAN FRANCISCO,"CA
(37.7488632, -122.4958191)"
